IDZipCode,Province/City,Wards,District,Country,Continents
931,Mashhad,M_d_a,Salyan,Iran,Asia
932,Isfahan,Pastaza,Abseron,Iran,Asia
933,Karaj,Illizi,Smkir,Iran,Asia
934,Baghdad,El Oued,Qusar,Iraq,Asia
935,Basrah,Souk Ahras,Gdby,Iraq,Asia
936,Mosul,Bol var,Sdrk,Iraq,Asia
937,Erbil,Morona-Santiago,La in,Iraq,Asia
938,Jerusalem,Gal pagos,Balakn,Israel,Asia
939,Tel Aviv,Cotopaxi,Ismayilli,Israel,Asia
940,West Jerusalem,Zamora Chinchipe,K rdmir,Israel,Asia
941,Haifa,J_rvamaa,Sumqayit,Israel,Asia
942,Tokyo,Saaremaa,Qubadli,Japan,Asia
943,Yokohama,Bur Sa'id,Neft ala,Japan,Asia
944,Osaka,AI Minufiyah,Qax,Japan,Asia
945,Nagoya,AI Qahirah,Culfa,Japan,Asia
946,Amman,Ash Sharqiyah,Lnkran,Jordan,Asia
947,Zarqa,AI Gharbiyah,Naftalan,Jordan,Asia
948,Irbid,Matruh,Nax ivan,Jordan,Asia
949,Russeifa,AI Isma 'iliyah,Ordubad,Jordan,Asia
950,Almaty,Ma ikel,Sabran,Kazakhstan,Asia
951,Karagandy, Anseba,Imisli,Kazakhstan,Asia
952,Shymkent,Kafr ash Shaykh,Sahbuz,Kazakhstan,Asia
953,Taraz,AI Iskandariyah,Saatli,Kazakhstan,Asia
954,Kuwait City,Viljandimaa,Sabirabad,Kuwait,Asia
955,Ar Riqqah,Janub Sina',Ski,Kuwait,Asia
956,Al Manqaf,Asyut,Siyzn,Kuwait,Asia
957,Ad Dasmah,Qina,Xizi,Kuwait,Asia
958,Bishkek,AI Minya,Saint Andrew,Kyrgyzstan,Asia
959,Osh,Debub,Saint Lucy,Kyrgyzstan,Asia
960,Jalal-Abad,Debubawi K eyyi Bari,Yardimli,Kyrgyzstan,Asia
961,Karakol,AI Jizah,Habiganj,Kyrgyzstan,Asia
962,Vientiane,Dumyat,Yevlax,Laos,Asia
963,Pakse,As Suways,Srur,Laos,Asia
964,Luang Prabang,AI Qalyubiyah,Bogra,Laos,Asia
965,Xam Nua,Suhaj,Jhenaidah,Laos,Asia
966,Beirut,Gash-Barka,Madaripur,Lebanon,Asia
967,Tripoli,Córdoba,Trtr,Lebanon,Asia
968,Sidon,Sevilla,Samux,Lebanon,Asia
969,Tyre,Badajoz,Bhola,Lebanon,Asia
970,Macau,Toledo,Brcko distrikt,Macao,Asia
971,Kota Bharu,Alicante / Alacant,Dinajpur,Malaysia,Asia
972,Kuala Lumpur,A Coruña  [La Coruña],Feni,Malaysia,Asia
973,Klang,Ahvenanmaan maakunta,Tovuz,Malaysia,Asia
974,Kampung Baru Subang,Semienawi K eyyi Bari,Federacija Bosne i Hercegovine,Malaysia,Asia
975,Male,Tigray,Zaqatala,Maldives,Asia
976,Fuvahmulah,Tarragona  [Tarragona],Xankndi,Maldives,Asia
977,Hithadhoo,Cáceres,Cox's Bazar,Maldives,Asia
978,Kulhudhuffushi,León,Xocali,Maldives,Asia
979,Ulan Bator,Castellón / Castelló,Khagrachhari,Mongolia,Asia
980,Erdenet,Almería,Susa,Mongolia,Asia
981,Darhan,Ávila,Zngilan,Mongolia,Asia
982,Khovd,Cuenca,Ucar,Mongolia,Asia
983,Yangon,Burgos,Bagerhat,Myanmar [Burma],Asia
984,Mandalay,Ciudad Real,Gazipur,Myanmar [Burma],Asia
985,Nay Pyi Taw,Adis Abeba,Lakshmipur,Myanmar [Burma],Asia
986,Mawlamyine,Santa Cruz de Tenerife,Christ Church,Myanmar [Burma],Asia
987,Kathmandu,Segovia,Saint Peter,Nepal,Asia
988,Pokhara,Huesca,Chuadanga,Nepal,Asia
989,Biratnagar,Guadalajara,Meherpur,Nepal,Asia
990,Bharatpur,Albacete,Xa maz,Nepal,Asia
991,Pyongyang,Soria,Jhalakathi,North Korea,Asia
992,Haeju,Granada,Mymensingh,North Korea,Asia
993,Kanggye,Ja_n,Barguna,North Korea,Asia
994,Hyesan,Kainuu,Saint George,North Korea,Asia
995,Muscat,Kanta-H_me,Zrdab,Oman,Asia
996,Seeb,Cantabria,Saint James,Oman,Asia
997,Bawshar,Ceuta,Noakhali,Oman,Asia
998,Sohar,Asturias,Kurigram,Oman,Asia
999,Karachi,Balears  [Baleares],Xocavnd,Pakistan,Asia
1000,Lahore,Afar,Moulvibazar,Pakistan,Asia
1001,Rawalpindi,Valencia / València,Barisal,Pakistan,Asia
1002,Hyderabad,Biskaia,Jamalpur,Pakistan,Asia
1003,East Jerusalem,Gipuzkoa,Narsingdi,Palestine,Asia
1004,Gaza,Málaga,Bandarban,Palestine,Asia
1005,Hebron,Lugo  [Lugo],Joypurhat,Palestine,Asia
1006,Nablus,Binshangul Gumuz,Saint John,Palestine,Asia
1007,Quezon City,Barcelona  [Barcelona],Saint Thomas,Philippines,Asia
1008,Manila,Navarra / Nafarroa,Rajbari,Philippines,Asia
1009,Caloocan City,YeDebub Biheroch Bihereseboch na Hizboch,Nilphamari,Philippines,Asia
1010,Budta,Álava / Araba,Yevlax,Philippines,Asia
1011,Doha,Ourense  [Orense],Saint Michael,Qatar,Asia
1012,Al Wakrah,Salamanca,Comilla,Qatar,Asia
1013,Al Khawr,Teruel,Satkhira,Qatar,Asia
1014,Al Wukayr,Etel_-Pohjanmaa,Pirojpur,Qatar,Asia
1015,Riyadh,Huelva,Narail,Saudi Arabia,Asia
1016,Jeddah,Etel_-Karjala,Faridpur,Saudi Arabia,Asia
1017,Mecca,Hareri Hizb,Brahmanbaria,Saudi Arabia,Asia
1018,Medina,Zamora,Kushtia,Saudi Arabia,Asia
1019,Singapore,La Rioja,Kishoreganj,Singapore,Asia
1020,Seoul,Palencia,Saint Joseph,South Korea,Asia
1021,Busan,Zaragoza,Chapai Nawabganj,South Korea,Asia
1022,Incheon,Murcia,Rangamati,South Korea,Asia
1023,Daegu,Gambela Hizboch,Sunamganj,South Korea,Asia
1024,Colombo,Lappi,Tangail,Sri Lanka,Asia
1025,Dehiwala-Mount Lavinia,Melilla,Saint Philip,Sri Lanka,Asia
1026,Mount Lavinia,Cádiz,Republika Srpska,Sri Lanka,Asia
1027,Galkissa,Girona  [Gerona],Narayanganj,Sri Lanka,Asia
1028,Aleppo,Pontevedra  [Pontevedra],Chittagong,Syria,Asia
1029,Damascus,Las Palmas,Natore,Syria,Asia
1030,Homs,Keski-Pohjanmaa,Rajshahi,Syria,Asia
1031,Latakia,Lleida  [L_rida],Dhaka,Syria,Asia
1032,Taipei,Madrid,Chandpur,Taiwan,Asia
1033,Kaohsiung,Valladolid,Gopalganj,Taiwan,Asia
1034,Taichung,Dire Dawa,Rangpur,Taiwan,Asia
1035,Tainan,Lau,Jessore,Taiwan,Asia
1036,Dushanbe,P_ij_t-H_me,Naogaon,Tajikistan,Asia
1037,Istaravshan,Lomaiviti,Gaibandha,Tajikistan,Asia
1038,Konibodom,Rewa,Lalmonirhat,Tajikistan,Asia
1039,Vahdat,Amara,Patuakhali,Tajikistan,Asia
1040,Bangkok,Satakunta,Shariatpur,Thailand,Asia
1041,Samut Prakan,Rotuma,Khulna,Thailand,Asia
1042,Mueang Nonthaburi,Pirkanmaa,Manikganj,Thailand,Asia
1043,Udon Thani,Pohjois-Karjala,Munshiganj,Thailand,Asia
1044,Istanbul,Pohjois-Pohjanmaa,Sylhet,Turkey,Asia
1045,Ankara,Oromiya,Magura,Turkey,Asia
1046,Bursa,Ba,Netrakona,Turkey,Asia
1047,Adana,Sumale,Vlaams Brabant,Turkey,Asia
1048,Ashgabat,Kosrae,Bal_,Turkmenistan,Asia
1049,Mary,Kadavu,Sirajganj,Turkmenistan,Asia
1050,Balkanabat,Keski-Suomi,West-Vlaanderen,Turkmenistan,Asia
1051,Bayramaly,Etel_-Savo,Gnagna,Turkmenistan,Asia
1052,Dubai,Nadroga and Navosa,Kardzhali,United Arab Emirates,Asia
1053,Abu Dhabi,Pohjois-Savo,Oost-Vlaanderen,United Arab Emirates,Asia
1054,Sharjah,Pohjanmaa,Panchagarh,United Arab Emirates,Asia
1055,Al Ain,Serua,Bam,United Arab Emirates,Asia
1056,Tashkent,Uusimaa,Hainaut,Uzbekistan,Asia
1057,Namangan,Bua,Namur,Uzbekistan,Asia
1058,Samarqand,Pohnpei,"Bruxelles-Capitale, R_gion de",Uzbekistan,Asia
1059,Andijon,Cakaudrove,Ganzourgou,Uzbekistan,Asia
1060,Sanaa,Hautes-Alpes,Thakurgaon,Yemen,Asia
1061,Aden,Varsinais-Suomi,Kadiogo,Yemen,Asia
1062,Ibb,Doubs,Limburg,Yemen,Asia
1063,Al Bayda,Ari ge,Bougouriba,Yemen,Asia
1064,Tirana,Cher,Gourma,Albania,Europe
1065,Elbasan,Finist re,Pabna,Albania,Europe
1066,Pogradec,Dordogne,Yagha,Albania,Europe
1067,Patos,Kymenlaakso,Banwa,Albania,Europe
1068,Andorra la Vella,Naitasiri,Li ge,Andorra,Europe
1069,les Escaldes,Corse-du-Sud,Ioba,Andorra,Europe
1070,Encamp,Cantal,K_n_dougou,Andorra,Europe
1071,la Massana,Allier,Boulgou,Andorra,Europe
1072,Vienna,Aisne,Noumbiel,Austria,Europe
1073,Graz,Ra,Gabrovo,Austria,Europe
1074,Linz,Dr me,Komondjari,Austria,Europe
1075,Salzburg,Chuuk,Baz gaga,Austria,Europe
1076,Minsk,C tes-d'Armor,Kourw_ogo,Belarus,Europe
1077,Gomel,Bouches-du-Rh ne,Kouritenga,Belarus,Europe
1078,Mahilyow,Haute-Corse,Brabant wallon,Belarus,Europe
1079,Vitebsk,Macuata,Namentenga,Belarus,Europe
1080,Brussels,Ain,Antwerpen,Belgium,Europe
1081,Antwerpen,Corr ze,Sherpur,Belgium,Europe
1082,Gent,Landes,Kompienga,Belgium,Europe
1083,Charleroi,Is re,Boulkiemd_,Belgium,Europe
1084,Sarajevo,Haute-Loire,Oudalan,Bosnia and Herzegovina,Europe
1085,Banja Luka,Haute-Garonne,Veliko Tarnovo,Bosnia and Herzegovina,Europe
1086,Zenica,Aube,Loroum,Bosnia and Herzegovina,Europe
1087,Tuzla,Manche,Montana,Bosnia and Herzegovina,Europe
1088,Sofia,Tailevu,Como_,Bulgaria,Europe
1089,Plovdiv,Alpes-de-Haute-Provence,Nahouri,Bulgaria,Europe
1090,Varna,Mayenne,Dobrich,Bulgaria,Europe
1091,Burgas,C te-d'Or,Kossi,Bulgaria,Europe
1092,Zagreb,Alpes-Maritimes,Tuy,Croatia,Europe
1093,Split,Haute-Marne,Mouhoun,Croatia,Europe
1094,Rijeka,Indre,Sissili,Croatia,Europe
1095,Osijek,Namosi,Zoundw_ogo,Croatia,Europe
1096,Nicosia,Loir-et-Cher,Passor_,Cyprus,Europe
1097,Limassol,Aveyron,L_raba,Cyprus,Europe
1098,Larnaca,Loire-Atlantique,Oubritenga,Cyprus,Europe
1099,Famagusta,Oise,Razgrad,Cyprus,Europe
1100,Prague,Haute-Savoie,S_no,Czech Republic,Europe
1101,Brno,Ardennes,Poni,Czech Republic,Europe
1102,Ostrava,Ille-et-Vilaine,Plovdiv,Czech Republic,Europe
1103,Pilsen,Morbihan,Blagoevgrad,Czech Republic,Europe
1104,Copenhagen,Savoie,Koulp_logo,Denmark,Europe
1105,Odense,Gironde,Sangui_,Denmark,Europe
1106,Aalborg,Gers,Luxembourg,Denmark,Europe
1107,Frederiksberg,Lot,Sanmatenga,Denmark,Europe
1108,Tallinn,Haut-Ogoou_,Houet,Estonia,Europe
1109,Tartu,Maine-et-Loire,Soum,Estonia,Europe
1110,Narva,Hautes-Pyr_n_es,Zondoma,Estonia,Europe
1111,Viljandi,Meurthe-et-Moselle,Yatenga,Estonia,Europe
1112,Argir,Sa ne-et-Loire,Nayala,Faroe Islands,Europe
1113,Vestmanna,Eure,Varna,Faroe Islands,Europe
1114,Sandur,Gard,Sourou,Faroe Islands,Europe
1115,Kunoy,Loiret,Lovech,Faroe Islands,Europe
1116,Helsinki,Yonne,Ruse,Finland,Europe
1117,Espoo,Haut-Rhin,Pleven,Finland,Europe
1118,Tampere,Barnet,Vidin,Finland,Europe
1119,Vantaa,Ard che,Tapoa,Finland,Europe
1120,Paris,Essonne,Burgas,France,Europe
1121,Marseille,Bradford,Ziro,France,Europe
1122,Lyon,Pyr_n_es-Orientales,Smolyan,France,Europe
1123,Toulouse,Loire,Kjustendil,France,Europe
1124,Berlin,Vaucluse,Vratsa,Germany,Europe
1125,Hamburg,Ogoou_-Maritime,Sliven,Germany,Europe
1126,Munich,Charente,Al Janubiyah,Germany,Europe
1127,Frankfurt am Main,Brighton and Hove,Targovishte,Germany,Europe
1128,Gibraltar,Puy-de-D me,Pernik,Gibraltar,Europe
1129,Athens,Deux-S vres,Pazardzik,Greece,Europe
1130,Piraeus,Birmingham,Cibitoke,Greece,Europe
1131,Volos,Lot-et-Garonne,Silistra,Greece,Europe
1132,Agios Dimitrios,Somme,Karuzi,Greece,Europe
1133,Saint Peter Port,Marne,Sofia,Guernsey,Europe
1134,St Anne,Clackmannanshire,Bururi,Guernsey,Europe
1135,Saint Sampson,Ni vre,Sofia (stolitsa),Guernsey,Europe
1136,Saint Saviour,Moselle,Al  Asimah,Guernsey,Europe
1137,Budapest,Charente-Maritime,Plateau,Hungary,Europe
1138,Debrecen,Loz re,Kirundo,Hungary,Europe
1139,Miskolc,Tarn,Ash Shamaliyah,Hungary,Europe
1140,Szeged,Ngouni_,Shumen,Hungary,Europe
1141,Akureyri,East Lothian,Stara Zagora,Iceland,Europe
1142,Akranes,Pyr_n_es-Atlantiques,Santa Cruz,Iceland,Europe
1143,Selfoss,Vend_e,Muyinga,Iceland,Europe
1144,Seltjarnarnes,Nord,Atlantique,Iceland,Europe
1145,Dublin,Meuse,Muramvya,Ireland,Europe
1146,Cork,Creuse,Haskovo,Ireland,Europe
1147,Luimneach,Bracknell Forest,Kayanza,Ireland,Europe
1148,Gaillimh,Ceredigion [Sir Ceredigion],Bujumbura Rural,Ireland,Europe
1149,Douglas,Calvados,Ruyigi,Isle of Man,Europe
1150,Ramsey,Angus,Ngozi,Isle of Man,Europe
1151,Peel,Bas-Rhin,Cankuzo,Isle of Man,Europe
1152,Port Erin,Aberdeen City,Gitega,Isle of Man,Europe
1153,Rome,Blaenau Gwent,Yambol,Italy,Europe
1154,Milan,Calderdale,Bubanza,Italy,Europe
1155,Naples,Bridgend [Pen-y-bont ar Ogwr GB-POG],Amap ,Italy,Europe
1156,Turin,Var,Couffo,Italy,Europe
1157,Saint Helier,"Armagh, Banbridge and Craigavon",Mwaro,Jersey,Europe
1158,Le Hocq,H_rault,Atacora,Jersey,Europe
1159,Pristina,Pas-de-Calais,Acre,Kosovo,Europe
1160,Prizren,Rh ne,Bonaire,Kosovo,Europe
1161,Suva Reka,Yvelines,Borgou,Kosovo,Europe
1162,Ferizaj,Eure-et-Loir,Rumonge,Kosovo,Europe
1163,Riga,Seine-et-Marne,Mono,Latvia,Europe
1164,Daugavpils,Indre-et-Loire,Littoral,Latvia,Europe
1165,Jelgava,Vienne,Bujumbura Mairie,Latvia,Europe
1166,Ventspils,"Bristol, City of",Mato Grosso do Sul,Latvia,Europe
1167,Schaan,Buckinghamshire,Makamba,Liechtenstein,Europe
1168,Vaduz,Nyanga,Zou,Liechtenstein,Europe
1169,Triesen,Yap,Maranh o,Liechtenstein,Europe
1170,Balzers,Ards and North Down,Moore's Island,Liechtenstein,Europe
1171,Vilnius,Val-de-Marne,Donga,Lithuania,Europe
1172,Kaunas,Orne,Mato Grosso,Lithuania,Europe
1173,Alytus,Armagh,El Beni,Lithuania,Europe
1174,Dainava,Estuaire,Temburong,Lithuania,Europe
1175,Luxembourg,Tarn-et-Garonne,Tarija,Luxembourg,Europe
1176,Esch-sur-Alzette,Jura,Oruro,Luxembourg,Europe
1177,Dudelange,Territoire de Belfort,Rutana,Luxembourg,Europe
1178,Schifflange,Bury,Collines,Luxembourg,Europe
1179,Birkirkara,Bromley,Exuma,Malta,Europe
1180,Qormi,Aude,Tocantins,Malta,Europe
1181,Mosta,Vosges,North Abaco,Malta,Europe
1182,Saint John,Cumbria,Ou_m_,Malta,Europe
1183,Chisinau,Aberdeenshire,Chuquisaca,Moldova,Europe
1184,Tiraspol,Seine-Maritime,Cochabamba,Moldova,Europe
1185,Bender,Paris,Tutong,Moldova,Europe
1186,Cahul,Haute-Sa ne,Goi s,Moldova,Europe
1187,Monaco,Ogoou_-Ivindo,North Eleuthera,Monaco,Europe
1188,Monte-Carlo,Haute-Vienne,Alibori,Monaco,Europe
1189,La Condamine,Sarthe,Bimini,Monaco,Europe
1190,Fontvieille,Antrim and Newtownabbey,Alagoas,Monaco,Europe
1191,Podgorica,Central Bedfordshire,Black Point,Montenegro,Europe
1192,Herceg-Novi,Seine-Saint-Denis,Al Muarraq,Montenegro,Europe
1193,Pljevlja,Bedford,Central Eleuthera,Montenegro,Europe
1194,Budva,Argyll and Bute,Prince Edward Island,Montenegro,Europe
1195,Amsterdam,Bath and North East Somerset,La Paz,Netherlands,Europe
1196,Rotterdam,Ogoou_-Lolo,Grand Cay,Netherlands,Europe
1197,The Hague,Darlington,Rio Grande do Sul,Netherlands,Europe
1198,Utrecht,Brent,Brunei-Muara,Netherlands,Europe
1199,Skopje,Isle of Anglesey [Sir Ynys M n GB-YNM],Belait,North Macedonia,Europe
1200,Bitola,Hauts-de-Seine,Thimphu,North Macedonia,Europe
1201,Kumanovo,Moyen-Ogoou_,Hope Town,North Macedonia,Europe
1202,Prilep,Bexley,Pando,North Macedonia,Europe
1203,Oslo,Durham,Mayaguana,Norway,Europe
1204,Bergen,Cheshire East,Crooked Island and Long Cay,Norway,Europe
1205,Trondheim,Blackburn with Darwen,Sergipe,Norway,Europe
1206,Stavanger,Cambridgeshire,Amazonas,Norway,Europe
1207,Warsaw,Derby,Sint Eustatius,Poland,Europe
1208,Szczecin,Coventry,Spanish Wells,Poland,Europe
1209,Bydgoszcz,Bolton,Rio Grande do Norte,Poland,Europe
1210,Lublin,Val-d'Oise,Distrito Federal,Poland,Europe
1211,Lisbon,Cardiff [Caerdydd GB-CRD],Pernambuco,Portugal,Europe
1212,Porto,Causeway Coast and Glens,Cear ,Portugal,Europe
1213,Amadora,Barnsley,Saskatchewan,Portugal,Europe
1214,Oeiras,Belfast,Trongsa,Portugal,Europe
1215,Bucharest,Bournemouth,Toledo,Romania,Europe
1216,Sector 3,Caerphilly [Caerffili GB-CAF],South Abaco,Romania,Europe
1217,Sector 6,Woleu-Ntem,S o Paulo,Romania,Europe
1218,Sector 2,Conwy,Para ba,Romania,Europe
1219,Moscow,"	Derry and Strabane",Chhukha,Russia,Europe
1220,Saint Petersburg,Blackpool,Esp rito Santo,Russia,Europe
1221,Novosibirsk,Carmarthenshire [Sir Gaerfyrddin GB-GFY],Ragged Island,Russia,Europe
1222,Yekaterinburg,Barking and Dagenham,Minas Gerais,Russia,Europe
1223,Serravalle,Croydon,Rond nia,San Marino,Europe
1224,Borgo Maggiore,Cheshire West and Chester,Potos ,San Marino,Europe
1225,San Marino,Derbyshire,Piau ,San Marino,Europe
1226,Domagnano,Cornwall,Sarpang,San Marino,Europe
1227,Belgrade,Dumfries and Galloway,Chobe,Serbia,Europe
1228,Novi Sad,East Sussex,Francistown,Serbia,Europe
1229,Zemun,Devon,Kasa  Central,Serbia,Europe
1230,Kragujevac,East Riding of Yorkshire,Orange Walk,Serbia,Europe
1231,Bratislava,East Dunbartonshire,North Andros,Slovakia,Europe
1232,Nitra,Havering,Maniema,Slovakia,Europe
1233,Trnava,Enfield,Roraima,Slovakia,Europe
1234,Martin,Hammersmith and Fulham,New Providence,Slovakia,Europe
1235,Ljubljana,Ealing,Acklins,Slovenia,Europe
1236,Maribor,Falkirk,Homyel'skaya voblasts' (be) - Gomel'skaya oblast' ,Slovenia,Europe
1237,Celje,Dundee City,Manitoba,Slovenia,Europe
1238,Kranj,"Edinburgh, City of",West Grand Bahama,Slovenia,Europe
1239,Madrid,Gateshead,Pemagatshel,Spain,Europe
1240,Barcelona,Camden,Central Abaco,Spain,Europe
1241,Valencia,Dudley,Saba,Spain,Europe
1242,Sevilla,Fife,Kongo Central,Spain,Europe
1243,Longyearbyen,Denbighshire [Sir Ddinbych GB-DDB],Zhemgang,Svalbard and Jan Mayen,Europe
1244,Olonkinbyen,Dorset,Cat Island,Svalbard and Jan Mayen,Europe
1245,Stockholm,Doncaster,Bahia,Sweden,Europe
1246,Uppsala,Glasgow City,Rio de Janeiro,Sweden,Europe
1247,Sollentuna,Essex,Hrodzenskaya voblasts' (be) - Grodnenskaya oblast',Sweden,Europe
1248,Helsingborg,East Renfrewshire,Haa,Sweden,Europe
1249,Basel,Eilean Siar,San Salvador,Switzerland,Europe
1250,Bern,Highland,Par ,Switzerland,Europe
1251,Lausanne,Hertfordshire,Inagua,Switzerland,Europe
1252,Winterthur,Haringey,North West,Switzerland,Europe
1253,Kyiv,Gloucestershire,Dagana,Ukraine,Europe
1254,Kharkiv,Hackney,Lhuentse,Ukraine,Europe
1255,Dnipro,East Ayrshire,Central Andros,Ukraine,Europe
1256,Donetsk,"	Fermanagh and Omagh",Corozal,Ukraine,Europe
1257,London,Greenwich,Long Island,United Kingdom,Europe
1258,Birmingham,Hounslow,East Grand Bahama,United Kingdom,Europe
1259,Liverpool,Hillingdon,Newfoundland and Labrador,United Kingdom,Europe
1260,Nottingham,Harrow,Rum Cay,United Kingdom,Europe
1261,Vatican City,Gwynedd,Punakha,Vatican City,Europe
1262,Mariehamn,Islington,Harbour Island,Åland,Europe
1263,Jomala,Isles of Scilly,Tsirang,Åland,Europe
1264,Lemland,Lambeth,Lomami,Åland,Europe
1265,Saltvik,Kingston upon Thames,Paran ,Åland,Europe
1266,The Valley,Flintshire [Sir y Fflint GB-FFL],Kwango,Anguilla,North America
1267,Blowing Point Village,Knowsley,Samtse,Anguilla,North America
1268,Sandy Ground Village,Kirklees,City of Freeport,Anguilla,North America
1269,The Quarter,Kingston upon Hull,Gasa,Anguilla,North America
1270,All Saints,Lincolnshire,South Andros,Antigua and Barbuda,North America
1271,Piggotts,Leicester,Paro,Antigua and Barbuda,North America
1272,Liberta,Herefordshire,Monggar,Antigua and Barbuda,North America
